5BDj0ow5hnA,900,905.67,SPEECH_WITH_NOISE
5BDj0ow5hnA,905.67,907.4,NO_SPEECH
5BDj0ow5hnA,907.4,908.08,SPEECH_WITH_NOISE
5BDj0ow5hnA,908.08,908.76,NO_SPEECH
5BDj0ow5hnA,908.76,910.15,SPEECH_WITH_NOISE
5BDj0ow5hnA,910.15,922.44,NO_SPEECH
5BDj0ow5hnA,922.44,922.71,SPEECH_WITH_NOISE
5BDj0ow5hnA,922.71,931.84,NO_SPEECH
5BDj0ow5hnA,931.84,932.32,SPEECH_WITH_NOISE
5BDj0ow5hnA,932.32,937.55,NO_SPEECH
5BDj0ow5hnA,937.55,938.76,SPEECH_WITH_NOISE
5BDj0ow5hnA,938.76,939.55,NO_SPEECH
5BDj0ow5hnA,939.55,944.79,SPEECH_WITH_NOISE
5BDj0ow5hnA,944.79,945.4,NO_SPEECH
5BDj0ow5hnA,945.4,947.91,SPEECH_WITH_NOISE
5BDj0ow5hnA,947.91,949.15,NO_SPEECH
5BDj0ow5hnA,949.15,951.59,SPEECH_WITH_NOISE
5BDj0ow5hnA,951.59,952.79,NO_SPEECH
5BDj0ow5hnA,952.79,987.2,SPEECH_WITH_NOISE
5BDj0ow5hnA,987.2,992.15,CLEAN_SPEECH
5BDj0ow5hnA,992.15,1033.71,SPEECH_WITH_NOISE
5BDj0ow5hnA,1033.71,1035.28,NO_SPEECH
5BDj0ow5hnA,1035.28,1073.59,SPEECH_WITH_NOISE
5BDj0ow5hnA,1073.59,1078.4,NO_SPEECH
5BDj0ow5hnA,1078.4,1103.76,SPEECH_WITH_NOISE
5BDj0ow5hnA,1103.76,1108.95,NO_SPEECH
5BDj0ow5hnA,1108.95,1116.06,SPEECH_WITH_NOISE
5BDj0ow5hnA,1116.06,1116.83,NO_SPEECH
5BDj0ow5hnA,1116.83,1122.64,SPEECH_WITH_NOISE
5BDj0ow5hnA,1122.64,1124.07,NO_SPEECH
5BDj0ow5hnA,1124.07,1125.16,SPEECH_WITH_NOISE
5BDj0ow5hnA,1125.16,1125.88,NO_SPEECH
5BDj0ow5hnA,1125.88,1131.8,SPEECH_WITH_NOISE
5BDj0ow5hnA,1131.8,1132.88,NO_SPEECH
5BDj0ow5hnA,1132.88,1134.64,SPEECH_WITH_NOISE
5BDj0ow5hnA,1134.64,1135.52,NO_SPEECH
5BDj0ow5hnA,1135.52,1141.39,SPEECH_WITH_NOISE
5BDj0ow5hnA,1141.39,1142.67,NO_SPEECH
5BDj0ow5hnA,1142.67,1159,SPEECH_WITH_NOISE
5BDj0ow5hnA,1159,1160.16,NO_SPEECH
5BDj0ow5hnA,1160.16,1167.75,SPEECH_WITH_NOISE
5BDj0ow5hnA,1167.75,1169.51,NO_SPEECH
5BDj0ow5hnA,1169.51,1171.19,SPEECH_WITH_NOISE
5BDj0ow5hnA,1171.19,1173.11,NO_SPEECH
5BDj0ow5hnA,1173.11,1174.04,SPEECH_WITH_NOISE
5BDj0ow5hnA,1174.04,1175.34,NO_SPEECH
5BDj0ow5hnA,1175.34,1181.11,SPEECH_WITH_NOISE
5BDj0ow5hnA,1181.11,1182.16,NO_SPEECH
5BDj0ow5hnA,1182.16,1183.06,SPEECH_WITH_NOISE
5BDj0ow5hnA,1183.06,1187.35,NO_SPEECH
5BDj0ow5hnA,1187.35,1198.63,SPEECH_WITH_NOISE
5BDj0ow5hnA,1198.63,1199.47,NO_SPEECH
5BDj0ow5hnA,1199.47,1200,SPEECH_WITH_NOISE
5BDj0ow5hnA,1200,1217.4,CLEAN_SPEECH
5BDj0ow5hnA,1217.4,1218.35,NO_SPEECH
5BDj0ow5hnA,1218.35,1226,CLEAN_SPEECH
5BDj0ow5hnA,1226,1226.95,NO_SPEECH
5BDj0ow5hnA,1226.95,1236.35,CLEAN_SPEECH
5BDj0ow5hnA,1236.35,1241.95,NO_SPEECH
5BDj0ow5hnA,1241.95,1243.47,CLEAN_SPEECH
5BDj0ow5hnA,1243.47,1245.43,NO_SPEECH
5BDj0ow5hnA,1245.43,1247.79,CLEAN_SPEECH
5BDj0ow5hnA,1247.79,1248.91,NO_SPEECH
5BDj0ow5hnA,1248.91,1249.91,CLEAN_SPEECH
5BDj0ow5hnA,1249.91,1251.31,NO_SPEECH
5BDj0ow5hnA,1251.31,1252.23,CLEAN_SPEECH
5BDj0ow5hnA,1252.23,1255,SPEECH_WITH_NOISE
5BDj0ow5hnA,1255,1255.03,CLEAN_SPEECH
5BDj0ow5hnA,1255.03,1256.19,NO_SPEECH
5BDj0ow5hnA,1256.19,1257.4,SPEECH_WITH_NOISE
5BDj0ow5hnA,1257.4,1258.35,NO_SPEECH
5BDj0ow5hnA,1258.35,1260.31,SPEECH_WITH_NOISE
5BDj0ow5hnA,1260.31,1263.35,NO_SPEECH
5BDj0ow5hnA,1263.35,1266.88,CLEAN_SPEECH
5BDj0ow5hnA,1266.88,1268.76,NO_SPEECH
5BDj0ow5hnA,1268.76,1270.43,CLEAN_SPEECH
5BDj0ow5hnA,1270.43,1272.11,NO_SPEECH
5BDj0ow5hnA,1272.11,1274.79,CLEAN_SPEECH
5BDj0ow5hnA,1274.79,1275.68,NO_SPEECH
5BDj0ow5hnA,1275.68,1278.68,CLEAN_SPEECH
5BDj0ow5hnA,1278.68,1280.03,NO_SPEECH
5BDj0ow5hnA,1280.03,1285.8,CLEAN_SPEECH
5BDj0ow5hnA,1285.8,1287.22,NO_SPEECH
5BDj0ow5hnA,1287.22,1287.8,CLEAN_SPEECH
5BDj0ow5hnA,1287.8,1292.04,NO_SPEECH
5BDj0ow5hnA,1292.04,1293.27,SPEECH_WITH_NOISE
5BDj0ow5hnA,1293.27,1301.83,NO_SPEECH
5BDj0ow5hnA,1301.83,1309.67,SPEECH_WITH_MUSIC
5BDj0ow5hnA,1309.67,1341,NO_SPEECH
5BDj0ow5hnA,1341,1368.52,SPEECH_WITH_NOISE
5BDj0ow5hnA,1368.52,1372.11,NO_SPEECH
5BDj0ow5hnA,1372.11,1378.03,SPEECH_WITH_NOISE
5BDj0ow5hnA,1378.03,1379.8,NO_SPEECH
5BDj0ow5hnA,1379.8,1382.92,SPEECH_WITH_NOISE
5BDj0ow5hnA,1382.92,1399.19,NO_SPEECH
5BDj0ow5hnA,1399.19,1418.83,SPEECH_WITH_NOISE
5BDj0ow5hnA,1418.83,1426.71,NO_SPEECH
5BDj0ow5hnA,1426.71,1500.43,SPEECH_WITH_NOISE
5BDj0ow5hnA,1500.43,1501.23,NO_SPEECH
5BDj0ow5hnA,1501.23,1548.16,SPEECH_WITH_NOISE
5BDj0ow5hnA,1548.16,1554.47,NO_SPEECH
5BDj0ow5hnA,1554.47,1560,SPEECH_WITH_NOISE
5BDj0ow5hnA,1560,1561.04,CLEAN_SPEECH
5BDj0ow5hnA,1561.04,1583.71,SPEECH_WITH_NOISE
5BDj0ow5hnA,1583.71,1589.11,NO_SPEECH
5BDj0ow5hnA,1589.11,1612.76,CLEAN_SPEECH
5BDj0ow5hnA,1612.76,1615.16,NO_SPEECH
5BDj0ow5hnA,1615.16,1620,SPEECH_WITH_NOISE
5BDj0ow5hnA,1620,1620.31,NO_SPEECH
5BDj0ow5hnA,1620.31,1623.88,SPEECH_WITH_NOISE
5BDj0ow5hnA,1623.88,1654.83,CLEAN_SPEECH
5BDj0ow5hnA,1654.83,1655.92,NO_SPEECH
5BDj0ow5hnA,1655.92,1657.35,CLEAN_SPEECH
5BDj0ow5hnA,1657.35,1658.11,NO_SPEECH
5BDj0ow5hnA,1658.11,1664.75,CLEAN_SPEECH
5BDj0ow5hnA,1664.75,1666.67,NO_SPEECH
5BDj0ow5hnA,1666.67,1670.68,CLEAN_SPEECH
5BDj0ow5hnA,1670.68,1671.4,NO_SPEECH
5BDj0ow5hnA,1671.4,1680.7,SPEECH_WITH_NOISE
5BDj0ow5hnA,1680.7,1682.19,NO_SPEECH
5BDj0ow5hnA,1682.19,1697.88,SPEECH_WITH_NOISE
5BDj0ow5hnA,1697.88,1699.22,NO_SPEECH
5BDj0ow5hnA,1699.22,1700.94,SPEECH_WITH_NOISE
5BDj0ow5hnA,1700.94,1703.83,NO_SPEECH
5BDj0ow5hnA,1703.83,1742.64,SPEECH_WITH_NOISE
5BDj0ow5hnA,1742.64,1743.82,NO_SPEECH
5BDj0ow5hnA,1743.82,1745,SPEECH_WITH_NOISE
5BDj0ow5hnA,1745,1745.95,NO_SPEECH
5BDj0ow5hnA,1745.95,1748.03,SPEECH_WITH_NOISE
5BDj0ow5hnA,1748.03,1749.04,NO_SPEECH
