x,y,z
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.8608,-0.1768,-0.1632
0.7533,-0.1622,-0.3234
0.8666,-0.1602,-0.4299
0.9966,-0.1182,-0.5081
0.8227,-0.0860,-0.5706
0.6722,-0.0752,-0.5911
0.7973,-0.0606,-0.4592
1.0249,-0.0879,-0.3273
0.9038,-0.1280,-0.2579
0.8969,-0.1681,-0.1749
1.0103,-0.1788,-0.1153
1.0806,-0.1847,-0.0752
1.0093,-0.1895,-0.1065
1.0865,-0.1983,-0.1299
1.1080,-0.2003,-0.0889
1.1812,-0.1895,-0.1456
1.0904,-0.1808,-0.1681
0.9448,-0.1866,-0.0870
0.5843,-0.1251,-0.3429
0.7416,-0.1006,-0.5110
0.9497,-0.0762,-0.5081
0.9340,-0.0596,-0.4983
0.8324,-0.0655,-0.4758
0.6048,-0.0518,-0.4797
0.9966,-0.0733,-0.3977
1.1119,-0.0830,-0.3117
0.9477,-0.1387,-0.2032
0.8969,-0.1798,-0.1808
0.9946,-0.1681,-0.1280
1.0415,-0.1553,-0.0528
1.0132,-0.1720,-0.0684
1.0122,-0.1622,-0.1006
1.0220,-0.1661,-0.0674
1.0249,-0.1602,-0.1055
1.0806,-0.1446,-0.1778
1.1070,-0.1348,-0.2218
1.0923,-0.1417,-0.1299
0.9507,-0.1768,0.0000
0.8627,-0.1573,-0.0850
0.7601,-0.1172,-0.3449
0.8823,-0.1397,-0.3957
0.9800,-0.1045,-0.4739
0.8471,-0.0713,-0.4768
0.7973,-0.0469,-0.4768
0.9653,-0.0391,-0.3400
1.0171,-0.0655,-0.2472
0.9174,-0.0967,-0.2169
0.9253,-0.1202,-0.1798
1.0171,-0.1368,-0.0772
1.0523,-0.1661,-0.0508
0.9858,-0.1612,-0.0303
1.0191,-0.1876,-0.0176
1.0894,-0.1739,-0.0420
1.1676,-0.1436,-0.1495
1.1275,-0.1221,-0.2179
1.0679,-0.1456,-0.1065
0.9057,-0.1749,0.0166
0.8139,-0.1397,-0.0655
0.6419,-0.0928,-0.2902
0.8256,-0.1143,-0.4367
0.9907,-0.0821,-0.4416
0.8989,-0.0166,-0.4680
0.8979,-0.0088,-0.4524
0.9976,-0.0156,-0.3087
0.9761,-0.0410,-0.2120
0.9086,-0.0909,-0.1993
0.9907,-0.1251,-0.0870
1.0366,-0.1622,0.0313
1.0230,-0.1915,0.0264
1.0532,-0.1847,0.0010
1.0015,-0.1768,0.0215
1.1109,-0.1817,0.0156
1.1216,-0.1309,-0.0616
1.1480,-0.1221,-0.0645
1.0083,-0.1466,-0.0059
0.8432,-0.1622,0.0342
0.8256,-0.1045,-0.1348
0.7787,-0.0938,-0.3351
0.8549,-0.1016,-0.4446
0.8950,-0.0860,-0.5090
0.9194,-0.0596,-0.4631
0.9194,-0.0068,-0.3996
0.9096,-0.0332,-0.2843
0.9849,-0.0674,-0.1788
0.9809,-0.1075,-0.0528
0.9858,-0.1329,-0.0430
1.0259,-0.1426,-0.0498
1.0630,-0.1817,0.0430
1.1216,-0.1954,0.0909
1.0943,-0.1651,0.0723
1.0728,-0.1544,-0.0078
1.0806,-0.1446,-0.1172
1.0171,-0.1397,-0.0215
0.9057,-0.1163,-0.0518
0.6888,-0.0772,-0.2140
0.6478,-0.0586,-0.4621
0.9047,-0.0703,-0.4944
1.0503,-0.0616,-0.4514
0.9468,-0.0645,-0.3224
0.9526,-0.0616,-0.3312
0.9106,-0.0528,-0.3107
0.9663,-0.0586,-0.2286
0.9468,-0.1133,-0.1319
0.9927,-0.1651,-0.0586
1.0054,-0.1505,-0.0293
1.0230,-0.1553,0.0088
1.0640,-0.1778,0.0059
1.1070,-0.1778,-0.0479
1.1050,-0.1720,-0.0518
1.1363,-0.1485,-0.0977
1.1314,-0.1212,-0.1329
0.9809,-0.1270,-0.0313
0.7445,-0.1436,0.0234
0.8041,-0.1026,-0.2149
0.8647,-0.0762,-0.4094
0.9643,-0.0918,-0.4416
0.9829,-0.0811,-0.3879
0.8872,-0.0391,-0.3234
0.9301,-0.0195,-0.3703
0.9126,-0.0283,-0.3517
0.9624,-0.0459,-0.2286
1.0093,-0.0938,-0.1700
0.9595,-0.1534,-0.1387
1.0230,-0.1505,-0.0459
1.0806,-0.1641,-0.0234
1.0591,-0.1827,-0.0352
1.0894,-0.1866,-0.0479
0.9858,-0.1593,-0.0635
0.9516,-0.1505,-0.1114
0.9770,-0.1192,-0.1612
0.9907,-0.1133,-0.1446
0.9487,-0.1182,-0.1505
0.8442,-0.1075,-0.2394
0.9448,-0.0899,-0.3224
1.0230,-0.0840,-0.3029
1.0259,-0.0928,-0.2384
0.9282,-0.0830,-0.2364
0.9575,-0.0850,-0.2540
0.9751,-0.0791,-0.2472
0.9555,-0.0899,-0.2237
0.9194,-0.0957,-0.2042
0.9321,-0.1094,-0.2355
0.9966,-0.0957,-0.2550
0.9809,-0.0879,-0.2736
